id,x,y,class,Description,Rock,Metal,Pop,Disco,HipHop,Jazz,Blues,Reggae,Country,Classical
10,-4.426979,-36.042545,Reggae,The instrumental music features an ensemble that resembles the orchestra. The melody is being played by a brass section while strings provide harmonic accompaniment. At the end of the music excerpt one can hear a double bass playing a long note and then a percussive noise.,0,0,0,0,0,0,0,1,0,0
11,-17.460222,-44.354507,Classical,This folk song features a male voice singing the main melody in an emotional mood. This is accompanied by an accordion playing fills in the background. A violin plays a droning melody. There is no percussion in this song. This song can be played at a Central Asian classical concert.,0,0,0,0,0,0,0,0,0,1
12,54.884815,14.1915655,Jazz,"A male guitarist plays the guitar and speaks about technique in this online video tutorial. The male voice is strong and commanding, along with guitar string twang sounds, clearly demonstrating the technique. The audio quality is mediocre.",0,0,0,0,0,1,0,0,0,0
13,-49.52289,13.375697,Disco,This middle eastern folk song features a male voice. This is accompanied by a string instrument called the oud playing the melody in between lines. A variety of middle-eastern percussion instruments are played in the background. A tambourine is played on every count. A darbuka plays a simple beat. This folk song can be played in a movie scene set in a Moroccan market.,0,0,0,1,0,0,0,0,0,0
14,-39.299675,16.43883,Disco,"The low quality recording features a live performance of a traditional song and it consists of an echoing male vocal singing over acoustic strings melody, plucked strings melody and wooden percussion. There is a crowd chattering noise in the background. The recording is a bit noisy and it sounds passionate.",0,0,0,1,0,0,0,0,0,0
15,-25.184235,1.8597003,Rock,This is an R&B/soul music piece. There is a male vocalist singing melodically and in a sensual manner over multiple tracks. The melody of the beat is provided by a string sample. There is a strong bass sound in the piece. The rhythm is provided by a groovy electronic drum beat. There is an urban feel to this piece. It could be used in the soundtrack of a TV series where two characters are sharing intimate moments.,1,0,0,0,0,0,0,0,0,0
16,-41.146694,24.606277,Disco,"A male voice narrates a monologue to the rhythm of a song in the background. The song is fast tempo with enthusiastic drumming, groovy bass lines,cymbal ride, keyboard accompaniment ,electric guitar and animated vocals. The song plays softly  in the background as the narrator speaks and burgeons when he stops. The song is a classic Rock and Roll and the narration is a Documentary.",0,0,0,1,0,0,0,0,0,0
17,15.129601,36.85185,Classical,"The low quality recording features a renaissance music that consists of soft wooden percussion and mellow, harmonized flute melody playing on top of it. The recording is a bit noisy, but it also sounds soulful, mellow, passionate, emotional and vintage - It really puts the listener in a period of renaissance.",0,0,0,0,0,0,0,0,0,1
18,-2.189258,-32.699512,Country,Someone is playing a fast melody on a low bansuri flute along with someone playing tablas and a shrutibox in the background. This song may be playing at a live performance.,0,0,0,0,0,0,0,0,1,0
19,-6.355365,0.9733003,Metal,"A children’s choir sings this devotional melody. The song is medium tempo with a steady bass line, drumming rhythm and clapping percussion. The song is black gospel choral music played in front of a live congregation. The audio quality is very poor.",0,1,0,0,0,0,0,0,0,0
20,44.104843,-12.1980095,Blues,"The low quality recording features a cover of a ballad song that consists of passionate, muddy male vocal singing over arpeggiated acoustic guitar melody. It sounds noisy, muddy and messy, as the frequencies are clashing, but it is also emotional and raw.",0,0,0,0,0,0,1,0,0,0
21,22.257185,40.569523,Metal,"The Alternative/Indie song features an intimate, widely spread, mixed vocals singing over noisy snare, punchy kick, wide tinny hi hats, electric guitar melody, synth lead melody and groovy bass guitar. At the end of the loop there is a short snare roll and some claps. It sounds easygoing and melancholic thanks to those vocals.",0,1,0,0,0,0,0,0,0,0
22,-59.0105,1.9276606,Reggae,"This is a Hindustani classical music piece. There is a harmonium playing the main tune. A bansuri joins in to play, supporting a melody every now and then. The rhythmic background consists of the tabla percussion and the electronic drums. The atmosphere of the piece is joyful.",0,0,0,0,0,0,0,1,0,0
23,-25.799894,2.3400743,Rock,A synth pad is playing a drone sound in the lower mid range. Cymbals are creating atmosphere while a flute/string/brass sound is playing a melody. The whole recording is full of reverb. This song may be playing in a forest documentary.,1,0,0,0,0,0,0,0,0,0
24,10.587664,24.722452,Classical,"This clip is an electronic guitar instrumental. The tempo is fast with a vigorous, lively electric guitar lead without any instrumentation. The music is rapid,controlled, intense and vigorous with immense control and dexterity with the instrument.",0,0,0,0,0,0,0,0,0,1
25,23.02583,44.372906,Metal,"The low quality recording features a drum solo that consists of a double pedal kick, punchy snare, shimmering cymbals and boomy toms. It sounds energetic and manic, thanks to that kick pattern. The recording is mono and noisy.",0,1,0,0,0,0,0,0,0,0
26,-47.612244,9.275478,Pop,"A bagpipe ensemble playing a quick melody in unison, employing trills to ornament it.",0,0,1,0,0,0,0,0,0,0
27,-7.8758564,44.077477,Pop,This is a drum & bass music piece. There is a constantly repeating hollering sample accompanied by rapid turntable scratching. A synth sound can be heard playing an ominous tune. The rhythmic background consists of a fast-tempo electronic drum beat. The atmosphere is energetic. This piece could be used in the soundtrack of a car racing game. It could also be playing at nightclubs during early-2000s themed parties.,0,0,1,0,0,0,0,0,0,0
28,-10.476833,-21.693132,Blues,"Someone is playing a guitar-like instrument in a tremolo fashion along with someone playing a melody on a harp along with a bass playing the root note. A male voice is singing, sounding sad and sensitive. A backing voice that seems to be female is singing along, providing harmonies. This song may be playing in a dance performance.",0,0,0,0,0,0,1,0,0,0
29,43.10778,-36.91264,Blues,The low quality recording features loud bells and metallic squeaking sounds. The recording is mono and noisy.,0,0,0,0,0,0,1,0,0,0
30,-52.573875,-6.8398557,Jazz,This is a punk rock music piece. There are male vocals singing in a grunt-like manner. The melody is being played by an electric guitar while a bass guitar plays in the background. The rhythm consists of a slightly fast-paced rock acoustic drum beat. The piece has an aggressive atmosphere. It could be used in the soundtrack of an action-filled video game.,0,0,0,0,0,1,0,0,0,0
31,58.79527,19.746914,Jazz,"The song is an instrumental. The song is medium tempo, with a horn and string section and a drum section playing to a crescendo, followed by a low frequency thumping rhythm. The song is an instrumental soundtrack for an animated show. The audio quality is poor.",0,0,0,0,0,1,0,0,0,0
32,28.729305,27.781694,Classical,This is a Christmas music piece with heavy influences from Celtic music. There is a female vocalist singing melodically as the lead. The melodic background is provided by the strings and the piano and at the same time Celtic instruments that resemble a harp and a dulcimer. There is a calming and positive aura to this piece. It could be playing in the background at a Christmas party. It could also be used in Christmas-themed shows or social media content.,0,0,0,0,0,0,0,0,0,1
33,-50.43646,-5.880114,Reggae,This is a heavily edited version of a birthday song. The track has been transposed to make the original vocal sound like a little girl which resulted in a chipmunk vocal effect. The piano playing the melody and the electronic drum beat is at an irritatingly higher pitch than normal. This creates a bizarre atmosphere. It could be used in nightmare sequences in video games or TV shows.,0,0,0,0,0,0,0,1,0,0
34,-20.937435,14.886122,Metal,"This audio clip features the sound produced at a particular frequency by a Tibetan singing bowl. This produces a continuous ringing sound. Toward the end of the clip, some other animal sounds can be heard. There are no other instruments in this song. This song can be played at a meditation center.",0,1,0,0,0,0,0,0,0,0
35,22.938402,-26.792055,Country,An acoustic drum is playing a simple rock groove with some drum fills on the toms and snare along with a distorted e-bass and e-guitar playing the same line. Panned to the right side of the speaker you can hear a piano sound playing a little melody. A female voice is singing a happy sounding melody while male backing voices are supporting her. This song may be playing sitting in your room enjoying being at home alone.,0,0,0,0,0,0,0,0,1,0
36,4.610178,-14.722923,Classical,"The low quality recording features a rock song that consists of flat male vocal singing over sustained and arpeggiated electric guitar melodies, followed by snappy rimshots, soft kick, shimmering hi hats and groovy bass guitar. It sounds emotional and easygoing.",0,0,0,0,0,0,0,0,0,1
37,3.0600479,-34.369522,Jazz,"The low quality recording features a R&B song playing on a speaker, judging by the reverberant and boomy sound of it. The song consists of passionate male vocal singing over shimmering hi hats, claps, groovy bass and ""4 on the floor"" kick pattern, It sounds passionate, like something you would dance to with your partner.",0,0,0,0,0,1,0,0,0,0
38,-30.30386,-43.258804,Jazz,This is an amateur recording of a female voice beatboxing. It is a funny recording. It could be playing in the background of comedic social media content.,0,0,0,0,0,1,0,0,0,0
39,46.688915,-17.223553,Blues,"This is a country music piece. There is a fiddle playing the main melody. The acoustic guitar and the electric guitar are playing gently in the background. The song has a slow tempo. The atmosphere is sentimental. This piece can be used in the soundtrack of an American drama movie, especially during the scenes where the feeling of longing is emphasized.",0,0,0,0,0,0,1,0,0,0
40,-18.961432,-49.10353,Blues,"The low quality recording features a cover of a rock song that consists of an electric guitar solo melody played over playback instrumental. The instrumental features a punchy kick and snare hits, soft cymbals and smooth bass. It sounds passionate, even though the recording is muffled and noisy, as it was probably recorded with a phone.",0,0,0,0,0,0,1,0,0,0
41,-60.141197,3.2390578,Reggae,This is a classical music piece belonging to the baroque period. The piece is being performed with a harp. There is a catchy tune being played with a positive aura. This piece could suit well as wedding music. It could be used in the soundtrack of a documentary. It could also be playing in the background of a classy restaurant or a museum.,0,0,0,0,0,0,0,1,0,0
42,12.016691,40.126945,Classical,"This music is a spirited instrumental. The tempo is fast with an animated Piano harmony, synthesiser  arrangements, synthesised violins, rhythmic digital drums, funky bass lines and electronic sounds. The music is superimposed over sounds of tapping and rhythmic beeping. The music is happy, perky, upbeat, enthusiastic, lively and spirited.",0,0,0,0,0,0,0,0,0,1
43,25.236525,46.15736,Classical,This is a lullaby that features a main melody made with a xylophone that has a bright sound. A sustained piano synth creates a dreamy and sleepy ambience sound. A subtle cello plays single chords that bounce from one beat to the next. This is a song a baby could fall asleep to.,0,0,0,0,0,0,0,0,0,1
44,35.118324,3.2174323,Classical,You can hear two people playing various percussive instruments. One is holding the same beat playing on congas while the other is playing a solo changing rhythms and percussive sounds in a complex manner. This song may be playing live demonstrating a solo run.,0,0,0,0,0,0,0,0,0,1
45,-30.077583,40.526146,Metal,"This is a poor quality instrumental piece played in the background of a sign language video. There is an optimistic sounding tune being played by the strings, the piano and the acoustic guitar. The atmosphere is mellow and gentle. Samples from this piece could be lifted to be used in beat-making.",0,1,0,0,0,0,0,0,0,0
46,2.3442328,37.72278,Metal,There is a low sound that reminds of a heartbeat rising in tempo before a splash-like metallic sound with reverb comes in and breaks the atmosphere in half. This audio may be used for a movie scene. This audio is in poor quality.,0,1,0,0,0,0,0,0,0,0
47,-39.77248,3.566668,Disco,Ambient sound still in the room with a mild background music playing.  A male singer sings a passionate melody with subtle background music. The audio quality is very poor with drawer sliding sound and general noise.,0,0,0,1,0,0,0,0,0,0
48,-34.09745,-43.310368,Jazz,"The low quality recording features a compilation of rock songs and it consists of punchy kicks, wide electric guitar melodies, distorted bass guitar, energetic crash cymbals, shimmering hi hats and harmonizing male vocals singing over it. It sounds energetic.",0,0,0,0,0,1,0,0,0,0
49,52.443645,5.02295,Classical,"The low quality recording features a live performance of a R&B song that consists of a mellow piano melody and an emotional female vocal singing over it. There are some noises in the recording, alongside lip smack noise.",0,0,0,0,0,0,0,0,0,1
50,43.625237,-18.51739,Blues,"The low quality recording features a cover of a rock song with a rock instrumental playback playing in the background and electric guitar solo melody playing on top of it. It sounds muffled and noisy, as it was probably recorded with a low quality microphone, but it is still passionate and emotional.",0,0,0,0,0,0,1,0,0,0
51,1.2669879,1.516015,Disco,"The low quality recording features a flat male vocal singing over acoustic rhythm guitar chords, after which that same vocal is talking. The song sounds passionate, while the recording, overall, is noisy and in mono.",0,0,0,1,0,0,0,0,0,0
52,-1.9354291,-5.3106985,Reggae,"In this clip, a large bell is rung and left to ring. We can hear the resonance in the room as the bell rings. There is then the faint sound of a male speaking in the background. It's a live recording.",0,0,0,0,0,0,0,1,0,0
53,43.78098,20.1992,Classical,"The low quality recording features a jazzy organ keys melody. The recording is in mono, noisy, muffled and slightly distorted.",0,0,0,0,0,0,0,0,0,1
54,26.224234,44.476826,Classical,"The low quality recording features a low windpipe vocal sound played in nature, surrounded by flowing water and chirping birds sound effects. Sounds a bit harsh and loud, as the tone of the windpipe is constantly changing.",0,0,0,0,0,0,0,0,0,1
55,-26.406446,-2.133153,Blues,This is a Swiss folk music piece. There is a male vocal and there is a female vocal. They are yodeling as a duet. The melody in the background is being played by a melodeon. There is a pastoral feel to it. This piece could be used in the soundtrack of a movie that takes place in the Alps region.,0,0,0,0,0,0,1,0,0,0
56,-3.2967598,-60.66978,Classical,"The low quality recording features a classical live performance of sustained violin melody, shimmering hi hats, electric guitar melody, theremin solo melody and subtle female vocals at the end of the loop. There are some crowd clapping sounds in the background. It is noisy, in mono and it sounds passionate and emotional.",0,0,0,0,0,0,0,0,0,1
57,-20.24034,-7.428925,Blues,"The low quality recording features a rock song instrumental that consists of shimmering hi hats, punchy snare, groovy bass guitar, acoustic rhythm guitar in the left channel and electric guitar chord progression in the right channel of the stereo image. It sounds energetic and addictive.",0,0,0,0,0,0,1,0,0,0
58,29.64933,-40.144196,Classical,This slow jazz song features male voices singing the main melody in harmony. This is accompanied by percussion playing a simple beat. The double bass plays the root notes of the chords. Trumpets play a fill in harmony in between lines. A piano plays an arpeggiated chord at the end of the first line. This song has a romantic mood. This song can be played in a classic romantic movie.,0,0,0,0,0,0,0,0,0,1
59,55.090576,2.9424045,Classical,This is a hip-hop music piece. There is a crisp synth sound playing the melody. The piece has a strong bass sound. There is a melodic pad with beat repeat effect that uses a piano sample. The rhythmic background is provided by a loud electronic drum beat. The piece is energetic and modern sounding. It could be used in the soundtrack of a sci-fi movie where there is a lot of action going on.,0,0,0,0,0,0,0,0,0,1
60,3.5556722,-35.787,Country,"A female vocalist sings this mellifluous song.The tempo is slow with the vocalist singing a soprano, with alto choral harmony. There are sounds of rustling, whirring,scuttling and people talking in the background. The vocals are beautiful, mellifluous,and ethereal.",0,0,0,0,0,0,0,0,1,0
61,48.63865,-31.532003,Blues,Someone is playing a percussive instrument that reminds a little bit of a tabla while someone else is playing a fast melody on an accordion. A male voice is singing at a higher pitch. This song may be playing live.,0,0,0,0,0,0,1,0,0,0
62,35.21284,16.885262,Classical,This is an amateur recording of a dance performance over a latin dance music piece in the style of zumba. There is a female dance instructor shouting directions to the dancers. There is a male vocalist singing melodically in the background piece. A strong bass and a loud electronic drum beat can be heard very distinctly. The atmosphere is energetic. The quality of the recording is quite poor.,0,0,0,0,0,0,0,0,0,1
63,-57.523075,30.623068,HipHop,Amateur recording of two nylon string guitars playing in flamenco style. The playing is technically challenging yet sloppy.,0,0,0,0,1,0,0,0,0,0
64,-39.438908,-16.250948,Jazz,Digital drums are playing a four on the floor rhythm with a kick on every beat along with a bassline and a keyboard sound playing short rhythmic chords and a e-guitar playing a simple melody along. A male voice is singing in a higher key. This song may be playing at a folkfest.,0,0,0,0,0,1,0,0,0,0
65,-8.6240425,-3.860581,Rock,This is a Kurdish folk music piece. The main melody is first played by the baglama and then by the zurna. The rhythmic background consists of an electronic drum beat and supportive percussive elements. The atmosphere is lively. This piece could be used as an accompaniment piece for a folk dance course such as the halay dance.,1,0,0,0,0,0,0,0,0,0
66,-41.34543,39.924908,Pop,This is a live performance of a southern rock piece. There is an electric guitar playing a blues solo. There is a bass guitar playing in the background. The rhythm is being played by the acoustic drums. The atmosphere is groovy. This piece could be playing in the background at a rock bar.,0,0,1,0,0,0,0,0,0,0
67,-11.547135,0.26488295,Jazz,"This song is a vigorous metal instrumental. The tempo is fast with intense drumming,  fiery electric guitar riff, amplified guitar rhythms and energetic keyboard accompaniment. The music is energetic, aggressive, youthful, spirited, goth, intense,psychedelic and trance like. This instrumental is Hard Rock/Metal.",0,0,0,0,0,1,0,0,0,0
68,1.4062972,41.80938,Metal,Two female voices are singing in harmony to a ukulele strumming chords. One of the voices is deeper and the other one higher. This song may be jamming together at home.,0,1,0,0,0,0,0,0,0,0
69,-30.30406,-44.16551,Country,"The song is an instrumental. The song is slow tempo with building crescendo , string section harmony, horn section, drums playing steadily and piano accompaniment. The song is suspenseful and builds anticipation. The song is a movie soundtrack and has an average audio quality.",0,0,0,0,0,0,0,0,1,0
70,34.508533,20.03772,Classical,This is an instrumental sitar music piece. The sitar is being played at a medium-to-high range. There is a calming and relaxing atmosphere to this piece. This piece can be used in the background of a meditation video. It could also be played during a meditation session at a course.,0,0,0,0,0,0,0,0,0,1
71,7.5500817,-18.409977,Classical,This slow ballad features a female voice singing the main melody. This is accompanied by a repetitive piano melody. The bass plays the root notes of the chords in staccato style in eighth note patterns. Synth horns play in the background at different pitches. The song has an ambient and ethereal feel. The mood of the song is haunting. This song can be played in a sad scene in a movie.,0,0,0,0,0,0,0,0,0,1
72,26.151676,17.541449,Classical,"Male singers sing this vocal harmony. The tempo is medium with a steady drumming rhythm, various percussion tones, keyboard accompaniment, steady bass line and tambourine percussion. The song is soothing and romantic. The song is a retro pop hit.",0,0,0,0,0,0,0,0,0,1
73,11.369441,36.999725,Classical,The pop rock music features a male voice singing. An electric guitar with a distortion effect on plays plays two chords every two measures. The drums play a strong rhythm and together with a synth bass drive the pulse of the music.,0,0,0,0,0,0,0,0,0,1
74,16.177565,10.501174,Country,"The Low quality recording features an upbeat instrumental playing in the background on some kind of speaker, while a loud marimba melody is played over it. It kind of sounds off beat, also the sound is mostly located in the left channel of the stereo image, which makes the recording imbalanced and low in quality.",0,0,0,0,0,0,0,0,1,0
75,-40.938915,-20.075657,Jazz,"This audio clip is an electronic instrumental of two different tracks with medium fast tempo. The first tempo has an amplified piano playing an emphatic harmony along with digital drums. The second track has emphatic digital drums and electronic /synthesised music arrangement. Both the tracks are melodious, pleasant, harmonic, futuristic, captivating and engaging with a dance groove.",0,0,0,0,0,1,0,0,0,0
76,7.1219807,-17.863483,Classical,"This audio clip is of a male vocalist beat boxing. The tempo is fast with the vocalist mimicking vigorous drumming, drum machine rhythms, turn table and other percussions.the rhythm is vigorous, energetic and tireless.",0,0,0,0,0,0,0,0,0,1
77,8.242403,-5.9319334,Jazz,This is a comedic hip-hop music piece. There is a male vocal rapping in the lead. The melody in the beat is being played by the piano and the electric guitar while a bass guitar plays in the background. The rhythm is provided by an electronic drum beat. The piece has an amusing aura to it. It could be used in the background of funny social media content.,0,0,0,0,0,1,0,0,0,0
78,17.899141,-20.659306,Classical,An acoustic drum is playing along with a bassline giving the song a ska/reggae feeling. The e-guitar strumming on the offbeat supports that feeling while a keyboard is playing a bell-sounding chord. Bongos are setting little accents at the end. A saxophone is playing a melody along. This song may be playing at a festival outside while the sun is shining.,0,0,0,0,0,0,0,0,0,1
79,-54.547985,4.25195,HipHop,The song is an instrumental. The song is medium tempo played by a solo guitarist on a vintage super tone with an exquisite tone. The song is emotional and passionate. The song has poor audio quality.,0,0,0,0,1,0,0,0,0,0
80,-13.305048,-27.863895,Blues,This amateur recording features a vinyl scratch being played on a DJ console. This is accompanied by programmed percussion playing a simple beat at a fast tempo. The hi-hat is struck in eighth notes. The snare and kick are played in a unique pattern. A synth plays a two-note lick at different intervals. Other instruments are not audible as the audio quality is low.,0,0,0,0,0,0,1,0,0,0
81,12.024106,9.304734,Blues,"The Electro Pop song features a flat female vocal, occasionally supported by wide background female doubling vocals, singing over quiet drums, groovy and boomy bass, arpeggiated synth melody and some sound effects of the airplane and the explosion. In the second part, the drums cut through the mix more, therefore they are more audible, while the new elements appear, including shimmering bells and simple hi hats. Sounds like a low quality recording, especially because of that first part of the loop.",0,0,0,0,0,0,1,0,0,0
82,14.723788,-31.64775,Country,"The low quality recording features a folk song that consists of a wooden percussion, groovy bass, breathy flute melody, groovy piano melody, shimmering shakers and sustained strings melody. It sounds passionate, joyful and happy.",0,0,0,0,0,0,0,0,1,0
83,-20.144253,-35.26539,Classical,This audio contains an acoustic drum playing a groove along with a simple bassline. Trumpets are playing a melody that sounds out of tune and all over the place while a kids voice is streaming and you can hear some aggressive clicking sounds. This song may be playing for a parody video.,0,0,0,0,0,0,0,0,0,1
84,-60.133976,3.3872035,HipHop,"The low quality recording features a live performance that consists of fruity male vocal singing over accordion melody, acoustic rhythm guitar chords and shimmering bells. It sounds emotional and hopeful. The recording is a bit noisy and in mono, as it was probably recorded with a phone.",0,0,0,0,1,0,0,0,0,0
85,22.902723,35.499725,Classical,This is a video game theme. There is a cinematic string sound playing the melody while the wind sound effect implies there is a snowstorm. A male choir starts singing alongside orchestral percussive elements. There is an epic atmosphere. This piece could fit well in the soundtrack of a thriller video game where there is a face-off about to happen.,0,0,0,0,0,0,0,0,0,1
86,22.236319,6.2728453,Jazz,"A male singer sings this cool hip hop love song with backup singers in vocal harmony. The tempo is medium with keyboard accompaniment, piano accompaniment, steady drumming rhythm, clapping percussion and other sonic effects. The song is emotional and romantic with a cool dance  groove,",0,0,0,0,0,1,0,0,0,0
87,-59.866623,15.346691,HipHop,This recording contains environmental sounds such as birds singing. Then bells start playing a melody with a long release time. This is an amateur recording. This song may be playing outside in a park at a fixed time.,0,0,0,0,1,0,0,0,0,0
88,10.020374,22.7988,HipHop,The kick is playing on every beat along with a fast paced high hat and a snare sound. The digital bass is adding some spice and sounds overdriven. Pad sounds can be heard in the background while a synth lead sound is playing a simple repetitive melody. A male voice is rapping/singing. A lot of backing vocals with delay are adding energy to the mix. This song may be playing in a car.,0,0,0,0,1,0,0,0,0,0
89,-36.521477,-10.577268,Country,"The Romance song features an electric guitar lick, low toms roll and soft crash cymbal, followed by emotional piano chord progression and wide background crowd screams, as the passionate male vocal sings over it. Judging by the crowd sound effect, it seems that this is a live performance. Sounds emotional, passionate, heartfelt and romantic.",0,0,0,0,0,0,0,0,1,0
90,15.187247,-43.538044,Country,This song features a female voice singing in opera style using only vocables and no words. This is accompanied by violins playing eighth note patterns that change according to the chords being played. The bass follows the root notes of the chords. A muted guitar or string instrument plays arpeggiated chords. This song can be played in a fantasy game.,0,0,0,0,0,0,0,0,1,0
91,-36.985523,-0.80689657,Jazz,"The low quality recording features a pop song that consists of a passionate male vocal singing over mellow kick hits, shimmering hi hats, wide electric guitar melody, syncopated snare and wooden percussion. The first half of the loop does not consist of the vocal, snare and hi hats. It sounds happy, fun and joyful.",0,0,0,0,0,1,0,0,0,0
92,18.34877,-4.0164113,Jazz,"This is an Arabic movie music piece. It is an instrumental piece. There is a clarinet playing a vague melody. The sound of knives being rubbed against one another can be heard. There is an ominous, terrifying atmosphere. This piece could be used in the soundtrack of a horror movie to imply the feeling of hopelessness.",0,0,0,0,0,1,0,0,0,0
93,1.2916757,-23.030504,Classical,"The Folk song features a passionately played sitar guitar, groovy bass and short offbeat accordion chords, followed by metallic percussive elements and punchy kick. The recording is a bit lower in quality due to loud clicky keys sounds. It sounds passionate and emotional.",0,0,0,0,0,0,0,0,0,1
94,18.28805,-47.409092,Country,"The clip just contains a high pitched synth melody. The motif keeps going higher in pitch, and then eventually a riser comes in. The combination of these two factors creates a sense of build-up to a climactic moment.",0,0,0,0,0,0,0,0,1,0
95,-24.205326,7.9894323,Rock,This is a rock music piece playing in the background of a tutorial video. There is an electric guitar playing a simple tune as the lead while another provides a rhythmic backing by playing the same note repeatedly in rapid procession. There is an acoustic drum beat playing. There are water sound effects related to the video. The piece has a generic feeling. It does not evoke much excitement. It could be used as a jingle for an advertisement or in the background of an instructive video.,1,0,0,0,0,0,0,0,0,0
96,-39.61076,-14.535852,Jazz,"The low quality recording features a pop song that consists of an echoing male vocal singing over punchy kick and snare hits, shimmering hi hats, metallic percussions, synth lead melody, synth pad chords and groovy synth bass. It sounds energetic, nostalgic and exciting - like something you would hear in clubs during the 80s.",0,0,0,0,0,1,0,0,0,0
97,-60.51286,11.793841,HipHop,This composition contains an upright bass playing softly along to a harp and strings playing a melody while a male deep voice is softly singing a melody sounding like telling a story. The song sounds like it was made for Christmas. This song may be playing at home having dinner with the whole family.,0,0,0,0,1,0,0,0,0,0
98,-28.532093,-31.304583,Blues,An acoustic drum set is playing a 16th note rhythm using the edge of his snare and a hihat sound opening and closing. A banjo is playing a fast melody along with a violin/viola playing the same melody. An upright bass is playing a walking bassline. This song may be playing in a funny tv-show.,0,0,0,0,0,0,1,0,0,0
99,-21.672108,-15.626752,Country,"The Soft Rock song features a passionate female vocalist singing over a wide electric guitar melody, punchy snare, soft kick hits, groovy bass guitar and shimmering hi-hats. It sounds sad, emotional and passionate - like something you would listen to on a day you are feeling down.",0,0,0,0,0,0,0,0,1,0
100,-29.371477,-18.733322,Pop,"A female vocalist sings this soprano solo. The tempo is slow with a classic orchestral accompaniment of violin harmony, an intense incessant cello melody, brass instrument and organ. The song is an intense, emotional, beseeching, sad, and imploring classic opera .",0,0,1,0,0,0,0,0,0,0
101,-40.873074,41.46788,Pop,"The low quality recording features a flat male vocal singing over digital piano melody and wooden percussion. The recording is noisy, in mono, loud and distorted.",0,0,1,0,0,0,0,0,0,0
102,-28.661133,-28.062338,Classical,This is an instrumental jam recording of a gear showcase. There is an electric guitar with a clear sound being played with an echo pedal. It gives the recording a dreamy feeling. This track can be used to lift guitar samples with effect for a beat.,0,0,0,0,0,0,0,0,0,1
103,-13.538587,1.2765422,Jazz,"This music is a melodic instrumental. The tempo is medium  with a captivating electric guitar lead, rhythmic acoustic guitar, funky bass line, keyboard accompaniment, steady drumming and trumpets. The music is soothing, atmospheric, euphonious, youthful, and soulful. This instrumental is a Soft Rock/Funk pop.",0,0,0,0,0,1,0,0,0,0
104,36.928055,14.882106,Jazz,"A male singer sings this beautiful melody with backup singers in vocal harmony. The song is medium tempo with a percussive string section, strong bass line, guitar lead, steady drumming rhythm , keyboard accompaniment and various percussion clicks. The song is emotional and romantic. The song is of poor audio quality.",0,0,0,0,0,1,0,0,0,0
