id,x,y,class,text,Rock,Metal,Pop,Disco,HipHop,Classical,Jazz,Blues,Reggae,Country
146,39.18795,27.007158,Reggae,"Chorus, harmonious rapping over an acoustic guitar rhythm and bongo beats. Gives out a camp-fire kind of vibe.",0,0,0,0,0,0,0,0,1,0
147,36.9926,25.953272,Reggae,Rap song in hip-hop vibing with a powerful electronic beat and a male vocal. Excellent for freestyle locking and popping.,0,0,0,0,0,0,0,0,1,0
148,-12.485729,0.27055416,Pop,"Rock music with beautiful crunchy guitar, bass, drums and male vocals. The track is pleasant and smooth to the ears.",0,0,1,0,0,0,0,0,0,0
149,5.553416,27.348549,Disco,"EDM track with a synth loop, bass and beats. Great track for parties.",0,0,0,1,0,0,0,0,0,0
150,-56.974438,-13.523761,Rock,"Hard rock music with growling rock vocals, drum and bass sound.",1,0,0,0,0,0,0,0,0,0
151,3.4731653,-7.846019,Pop,"Electro pop music with energetic female vocal, arp synth and bass.",0,0,1,0,0,0,0,0,0,0
152,36.689068,-3.0305789,HipHop,Upbeat chill lounge feel hip hop music with rap male vocal and drum groove.,0,0,0,0,1,0,0,0,0,0
153,62.78671,8.474564,HipHop,Intense hip hop music with strong male rap vocal and synth sound.,0,0,0,0,1,0,0,0,0,0
154,50.17029,-2.0518153,HipHop,"Electronic hip-hop track that features a male rapper, synth layers, electronic bass and beats. Apt for B-boying/B-girling.",0,0,0,0,1,0,0,0,0,0
155,46.674408,-19.995928,Reggae,High spirited pop track with male vocal accompanied by electronically produced beats and synth layers. Creates a motivational vibe.,0,0,0,0,0,0,0,0,1,0
156,-65.76433,-1.9023669,Rock,Old school rock music with perfect rock guitar solo like Slash.,1,0,0,0,0,0,0,0,0,0
157,10.219707,46.373795,Reggae,"An Indian Raga track with classically trained vocals, groovy bass and other Indian instruments. Sounds like an improvisational song.",0,0,0,0,0,0,0,0,1,0
158,0.63968813,-1.2343043,Pop,High festive party music with techno trance music arrangement followed by female vocal.,0,0,1,0,0,0,0,0,0,0
159,11.969962,30.672009,Reggae,Afro-style hip-hop track with gibberish male rapping over heavy bass drops and trap beats.,0,0,0,0,0,0,0,0,1,0
160,-58.132107,3.4511535,Rock,"Hard rock song with heavy drums and guitar elements and powerful vocals, great for headbanging.",1,0,0,0,0,0,0,0,0,0
161,5.7160473,34.94751,Disco,Trap music with synth and auto-tuned vocalization. Some snare pads and deep bass line.,0,0,0,1,0,0,0,0,0,0
162,-68.66492,-18.484465,Rock,Heavy metal with screaming male vocals and double pedal drums and bass line.,1,0,0,0,0,0,0,0,0,0
163,-10.892139,40.891758,Disco,Happy vibe EDM music with lead synth and arp lines.,0,0,0,1,0,0,0,0,0,0
164,-10.091025,37.264927,Reggae,"Up-tempo pop track featuring male vocal, accompanied by a synth layer and acoustic percussion. Has a clubbing vibe.",0,0,0,0,0,0,0,0,1,0
165,-3.8871179,6.4308376,Pop,"EDM pop music ideal for party playlist accompanied by impactful female vocal, synth, drum and bass.",0,0,1,0,0,0,0,0,0,0
166,-27.6361,-5.280299,Country,"A Pop rock song that has tasteful female vocals, gives a cheerful feeling.",0,0,0,0,0,0,0,0,0,1
167,6.031907,29.372086,Disco,"Hip-hop track with multiple layers of progressed vocals, electronic synth lining and beats, great for crazy house parties.",0,0,0,1,0,0,0,0,0,0
168,-27.09041,1.7244117,Country,"Pop Rock song with sharp female vocals, guitar riff, synth, tight bass and drums. Has a melancholic vibe.",0,0,0,0,0,0,0,0,0,1
169,-1.520274,15.995151,Disco,A vibrant pop track with drums beats and synth-based rhythmic layers. Creates a celebratory mood.,0,0,0,1,0,0,0,0,0,0
170,-60.41768,-16.883411,Metal,"Rock music with male vocals, crunchy guitar riffs, drum rolls and bass enhances the energy and mood.",0,1,0,0,0,0,0,0,0,0
171,-55.963356,-11.073026,Rock,"Alternative Japanese rock track with a whole band set up of drums, electric guitar, and bass to give this track a feeling of betrayal and deep sadness.",1,0,0,0,0,0,0,0,0,0
172,1.3085495,-6.729239,Pop,Pop song with female lead vocals and electronic synth and beats. Best for drink parties.,0,0,1,0,0,0,0,0,0,0
173,-51.089745,4.0220475,Rock,"Power rock track with stong lead male vocals, guitar riffs, drums and chorus. The song has a liberating feeling.",1,0,0,0,0,0,0,0,0,0
174,-37.202473,-5.186548,Country,Progressive rock piece of music with a male vocalist in a foreign language with very high vocalrange.,0,0,0,0,0,0,0,0,0,1
175,40.345055,34.23384,Reggae,"Intense Hip-hop track featuring male rapping, a dissonant synth section, and electronic beats.",0,0,0,0,0,0,0,0,1,0
176,-41.482246,8.282825,Metal,"Vibrant pop-rock song with male vocals and an uplifting beat. Drums, electronic beats, and synthesiser lines create a joyful atmosphere.",0,1,0,0,0,0,0,0,0,0
177,11.914362,29.710884,Reggae,Pop melody track with passionate male vocals with overdriven synth tones that goes perfectly as a party track.,0,0,0,0,0,0,0,0,1,0
178,-21.099144,-21.195742,Pop,"Modern pop track with grungy male vocals over groovy drum beats, electric guitar riffs and synthesizer layers.",0,0,1,0,0,0,0,0,0,0
179,-53.219345,-6.122321,Pop,"High energetic punk rock track with powered male vocal, distorted guitar, drum and bass.",0,0,1,0,0,0,0,0,0,0
180,32.390488,-0.39729244,Reggae,"Trap song with multiple male vocals, dense bass and drum beats and synth effects. Perfect for midnight dope parties.",0,0,0,0,0,0,0,0,1,0
181,-0.2124784,29.425802,Reggae,Electro-pop song with repetitive lyrics sung by a female vocalist. The groovy EDM beats create a party spirit.,0,0,0,0,0,0,0,0,1,0
182,-67.32239,-2.2714148,Rock,"Hard rock music with energetic rock vocal, electric lead guitar, drum and bass. Sounds like AC DC.",1,0,0,0,0,0,0,0,0,0
183,3.8286958,-6.8728867,Pop,Profoundly deep bass to this modern pop track  with snare synth pads and female vocalization.,0,0,1,0,0,0,0,0,0,0
